dataset,computer,zarr_path,smoothing,peak_method,normalisation,omp_coefs,bin_tol,dimred,n_components,clustering,n_clusters,run_id,n_features,n_clusters_found,davies_bouldin,calinski_harabasz,paep,runtime_sec,slide,matrix,sample_name,experiment,tissue,filtering,matrix_zarr_path,batch_mode,sample_zarr_paths,sample_names,n_pra,matrix_ratio_threshold,filtering_mz_tol,should_remove_matrix_peaks,detailed_spectrum_analysis,matrix_path,n_peaks_detected,mad_threshold,n_omp_candidates,n_bins,n_filtered_peaks,sample_offset
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,nmf,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering,365,6,1.0921612096977744,40107.15448551557,5.070213079073946,243.9518834000919,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1794.4166666666667,234.91666666666663,234.91666666666663,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,nmf,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering,434,6,1.1222129268175711,43959.29937895854,2.540775127616812,219.1030506999232,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_nmf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1785.6,228.0,228.0,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,umap,10,kmeans,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering,436,6,1.2695468591535664,31703.41773397184,0.2702476806062463,211.36046520015225,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1740.6,233.5,233.5,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,umap,10,kmeans,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering,344,6,1.3387918726154746,25912.8749741501,0.5022159100631406,211.6301013000775,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1771.1666666666667,236.0,236.0,0.0
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,umap,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering,365,6,1.290628720283575,35794.701648940914,1.46622568876978,231.5926290000789,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1794.4166666666667,234.91666666666663,234.91666666666663,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,umap,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering,434,6,1.2731794402675372,29118.35550843965,0.1760845205698735,198.80162189994007,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_umap10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1785.6,228.0,228.0,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,mnf,10,kmeans,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering,436,6,1.452455181383501,16954.56305231673,0.4940610518299761,194.11332590016536,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1740.6,233.5,233.5,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,mnf,10,kmeans,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering,344,6,1.6138971985633166,17552.524103516105,1.2063448606286682,209.8001827001572,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1771.1666666666667,236.0,236.0,0.0
DHB_160326_DHB_slide_17_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,mnf,10,kmeans,6,DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering,365,6,1.3423853770064262,20386.044461565907,0.5855608138985492,236.5491333000828,160326 DHB slide 17 50 um,DHB,160326 DHB slide 17 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\160326 DHB slide 17 50 um\matrix 1 slide 17.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\31 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\32 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\43 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\45 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\47 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\160326 DHB slide 17 50 um\\51 1hnr.zarr']","['31 pra', '32 pra', '43 pra', '45 pra', '47 pra', '51 pra', '31 1hnr', '32 1hnr', '43 1hnr', '45 1hnr', '47 1hnr', '51 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering\DHB_160326_DHB_slide_17_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1794.4166666666667,234.91666666666663,234.91666666666663,0.0
DHB_270226_DHB_Slide_7_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,mnf,10,kmeans,6,DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering,434,6,1.3625637699690802,18383.96588480073,0.6251889795990964,201.4024795000441,270226 DHB Slide 7 50 um,DHB,270226 DHB Slide 7 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\270226 DHB Slide 7 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra second measurement.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\37 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\42 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\44 1 hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\49 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\270226 DHB Slide 7 50 um\\50 1hnr.zarr']","['37 pra second measurement', '37 pra', '42 pra', '44 pra', '50 pra', '37 1 hnr', '42 1 hnr', '44 1 hnr', '49 1hnr', '50 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering\DHB_270226_DHB_Slide_7_50_um_OMP700_filtering0.005_mnf10_kmeans6_savgol_spectralfiltering/matrix.npy,700.0,,1785.6,228.0,228.0,0.0
DHB_060326_DHB_Slide_11_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,hierarchical,6,DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering,436,6,1.1269270074152116,37437.01315839997,2.599392639233277,322.23404629994184,060326 DHB Slide 11 50 um,DHB,060326 DHB Slide 11 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\060326 DHB Slide 11 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\1 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\10 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\21 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\28 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\060326 DHB Slide 11 50 um\\49 1hnr.zarr']","['1 pra', '10 pra', '21 pra', '28 pra', '49 pra', '1 1hnr', '10 1hnr', '21 1hnr', '28 1hnr', '49 1hnr']",5,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering\DHB_060326_DHB_Slide_11_50_um_OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering/matrix.npy,700.0,,1740.6,233.5,233.5,0.0
DHB_100326_DHB_Slide_4_50_um,PC,C:\Users\i6338212\data\spatialdata_zep,,OMP,TIC,700,0.005,spca,10,hierarchical,6,DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering,344,6,1.18769230458795,46793.92036780845,3.615612326962236,346.51600049994886,100326 DHB Slide 4 50 um,DHB,100326 DHB Slide 4 50 um,liver_mosaic_PC,liver_mosaic,savgol,C:\Users\i6338212\data\spatialdata_zep\100326 DHB Slide 4 50 um\matrix 1.zarr,True,"['C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 pra.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\15 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\22 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\24 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\33 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\35 1hnr.zarr', 'C:\\Users\\i6338212\\data\\spatialdata_zep\\100326 DHB Slide 4 50 um\\36 1hnr.zarr']","['15 pra', '22 pra', '24 pra', '33 pra', '35 pra', '36 pra', '15 1hnr', '22 1hnr', '24 1hnr', '33 1hnr', '35 1hnr', '36 1hnr']",6,,0.005,True,True,C:\Users\i6338212\data\results\liver_mosaic_PC\OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering\DHB_100326_DHB_Slide_4_50_um_OMP700_filtering0.005_spca10_hierarchical6_savgol_spectralfiltering/matrix.npy,700.0,,1771.1666666666667,236.0,236.0,0.0
